,Name of Village,Sampled Year,Land Area,Longitude,Lattitude,pH,EC,OC,P,K,S,Zn,Fe,Cu,Mn,B,Fertility Index,Crop Name,Irrigation Pattern,Crop Rotation,Fertilizer Used,Yield Returns,YR(Label)
1440,Cholumgunte Avani Hobli,2017-18,0.26,78.345555632,13.114166698,7.8,0.57,0.22,41.0,511.0,27.2,0.53,9.43,0.61,11.71,0.5,3.0,Fallen/harvested area,Rainfeed,No,Organic,Moderate,3
1441,Cholumgunte Avani Hobli,2017-18,0.27,78.345555632,13.114166698,7.8,0.57,0.22,41.0,511.0,27.2,0.53,9.43,0.61,11.71,0.5,2.0,Fallen/harvested area,Irrigation,Yes,Organic,High,1
1442,Cholumgunte Avani Hobli,2017-18,2.31,78.345555632,13.114166698,7.8,0.57,0.22,41.0,511.0,27.2,0.53,9.43,0.61,11.71,0.5,1.0,Fallen/harvested area,Irrigation,Yes,InOrganic,Moderate,3
1443,Cholumgunte Avani Hobli,2017-18,0.27,78.345555632,13.114166698,7.8,0.57,0.22,41.0,511.0,27.2,0.53,9.43,0.61,11.71,0.5,4.0,Millet is indigenous,Rainfeed,Yes,InOrganic,Moderate,3
1444,Cholumgunte Avani Hobli,2017-18,0.1,78.345555632,13.114166698,7.8,0.57,0.22,41.0,511.0,27.2,0.53,9.43,0.61,11.71,0.5,1.0,Millet is indigenous,Rainfeed,Yes,Organic,High,1
1445,Cholumgunte Avani Hobli,2017-18,0.1,78.345555632,13.114166698,7.8,0.57,0.22,41.0,511.0,27.2,0.53,9.43,0.61,11.71,0.5,1.0,Millet is indigenous,Rainfeed,Yes,Organic,High,1
1446,Cholumgunte Avani Hobli,2017-18,0.36,78.345555632,13.114166698,7.8,0.57,0.22,41.0,511.0,27.2,0.53,9.43,0.61,11.71,0.5,1.0,Millet is indigenous,Irrigation,Yes,InOrganic,Moderate,3
1447,Cholumgunte Avani Hobli,2017-18,0.5,78.345555632,13.114166698,7.8,0.57,0.22,41.0,511.0,27.2,0.53,9.43,0.61,11.71,0.5,1.0,Millet is indigenous,Rainfeed,Yes,InOrganic,Moderate,3
1448,Cholumgunte Avani Hobli,2017-18,0.22,78.331388964,13.114444476,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,3.0,Fallen/harvested area,Rainfeed,No,Organic,Moderate,3
1449,Cholumgunte Avani Hobli,2017-18,0.24,78.331388964,13.114444476,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,1.0,Fallen/harvested area,Rainfeed,No,InOrganic,Moderate,3
1450,Cholumgunte Avani Hobli,2017-18,1.17,78.331388964,13.114444476,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,4.0,Fallen/harvested area,Rainfeed,No,InOrganic,Moderate,3
1451,Cholumgunte Avani Hobli,2017-18,0.37,78.331388964,13.114444476,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,3.0,Millet is indigenous,Rainfeed,No,Organic,Moderate,3
1452,Cholumgunte Avani Hobli,2017-18,0.32,78.331388964,13.114444476,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,1.0,Millet is indigenous,Irrigation,Yes,InOrganic,Moderate,3
1453,Cholumgunte Avani Hobli,2017-18,0.24,78.331388964,13.114444476,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,3.0,Millet is indigenous,Irrigation,Yes,InOrganic,Good,2
1454,Cholumgunte Avani Hobli,2017-18,0.22,78.331388964,13.114444476,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,3.0,Millet is indigenous,Rainfeed,No,InOrganic,Good,2
1455,Cholumgunte Avani Hobli,2017-18,0.11,78.331388964,13.114444476,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,4.0,Millet is indigenous,Rainfeed,No,Organic,Moderate,3
1456,Cholumgunte Avani Hobli,2017-18,0.24,78.331388964,13.114444476,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,4.0,Millet is indigenous,Rainfeed,Yes,InOrganic,Moderate,3
1457,Cholumgunte Avani Hobli,2017-18,0.2,78.331388964,13.114444476,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,1.0,Millet is indigenous,Rainfeed,Yes,InOrganic,Moderate,3
1458,Cholumgunte Avani Hobli,2018-19,1.21,78.331388964,13.123333362,7.0,0.63,0.61,114.0,114.0,82.0,0.59,65.18,1.97,12.31,0.2,2.0,Millet is indigenous,Irrigation,Yes,Organic,High,1
1459,Cholumgunte Avani Hobli,2018-19,2.21,78.342500084,13.123333362,7.0,0.63,0.61,114.0,114.0,82.0,0.59,65.18,1.97,12.31,0.2,1.0,Millet is indigenous,Irrigation,Yes,Organic,High,1
1460,Cholumgunte Avani Hobli,2018-19,2.21,78.331388964,13.123333362,7.0,0.63,0.61,114.0,114.0,82.0,0.59,65.18,1.97,12.31,0.2,3.0,Millet is indigenous,Irrigation,Yes,InOrganic,Good,2
1461,Cholumgunte Avani Hobli,2018-19,2.19,78.331388964,13.123333362,7.0,0.63,0.61,114.0,114.0,82.0,0.59,65.18,1.97,12.31,0.2,1.0,Millet is indigenous,Irrigation,Yes,Organic,High,1
1462,Cholumgunte Avani Hobli,2018-19,0.36,78.331388964,13.123333362,7.0,0.63,0.61,114.0,114.0,82.0,0.59,65.18,1.97,12.31,0.2,4.0,Millet is indigenous,Irrigation,Yes,InOrganic,Moderate,3
1463,Cholumgunte Avani Hobli,2018-19,0.18,78.331388964,13.123333362,7.0,0.63,0.61,114.0,114.0,82.0,0.59,65.18,1.97,12.31,0.2,1.0,Millet is indigenous,Irrigation,Yes,InOrganic,Moderate,3
1464,Cholumgunte Avani Hobli,2018-19,0.13,78.34583341,13.122777806,5.1,0.57,0.28,6.0,108.0,27.0,1.22,26.71,0.96,45.98,0.5,4.0,Mango,Rainfeed,Yes,InOrganic,Moderate,3
1465,Cholumgunte Avani Hobli,2018-19,1.23,78.34583341,13.122777806,5.1,0.57,0.28,6.0,108.0,27.0,1.22,26.71,0.96,45.98,0.5,2.0,Bean,Irrigation,Yes,InOrganic,Moderate,3
1466,Cholumgunte Avani Hobli,2018-19,1.23,78.34583341,13.122777806,5.1,0.57,0.28,6.0,108.0,27.0,1.22,26.71,0.96,45.98,0.5,1.0,Mango,Irrigation,Yes,InOrganic,Moderate,3
1467,Cholumgunte Avani Hobli,2018-19,0.13,78.34583341,13.122777806,5.1,0.57,0.28,6.0,108.0,27.0,1.22,26.71,0.96,45.98,0.5,3.0,Millet is indigenous,Rainfeed,Yes,Organic,Moderate,3
1468,Cholumgunte Avani Hobli,2018-19,0.1,78.34583341,13.122777806,5.1,0.57,0.28,6.0,108.0,27.0,1.22,26.71,0.96,45.98,0.5,1.0,Millet is indigenous,Irrigation,Yes,InOrganic,Moderate,3
1469,Cholumgunte Avani Hobli,2018-19,0.1,78.34583341,13.122777806,5.1,0.57,0.28,6.0,108.0,27.0,1.22,26.71,0.96,45.98,0.5,3.0,Millet is indigenous,Irrigation,Yes,InOrganic,Good,2
1470,Cholumgunte Avani Hobli,2018-19,1.25,78.331388964,13.123333362,7.0,0.63,0.61,114.0,114.0,82.0,0.59,65.18,1.97,12.31,0.2,4.0,Millet is indigenous,Irrigation,No,Organic,Moderate,3
1471,Cholumgunte Avani Hobli,2018-19,1.15,78.331388964,13.123333362,7.0,0.63,0.61,114.0,114.0,82.0,0.59,65.18,1.97,12.31,0.2,3.0,Millet is indigenous,Irrigation,Yes,InOrganic,Good,2
1472,Cholumgunte Avani Hobli,2018-19,1.22,78.331388964,13.123333362,7.0,0.63,0.61,114.0,114.0,82.0,0.59,65.18,1.97,12.31,0.2,4.0,Fallen/harvested area,Irrigation,Yes,InOrganic,Moderate,3
1473,Cholumgunte Avani Hobli,2018-19,3.8,78.331388964,13.123333362,7.0,0.63,0.61,114.0,114.0,82.0,0.59,65.18,1.97,12.31,0.2,1.0,Fallen/harvested area,Irrigation,Yes,InOrganic,Moderate,3
1474,Cholumgunte Avani Hobli,2018-19,3.8,78.331388964,13.123333362,7.0,0.63,0.61,114.0,114.0,82.0,0.59,65.18,1.97,12.31,0.2,3.0,Millet is indigenous,Irrigation,Yes,Organic,Moderate,3
1475,Cholumgunte Avani Hobli,2018-19,1.34,78.557500126,13.203611164,6.8,0.62,0.48,146.0,128.0,56.0,0.65,21.3,2.34,28.34,0.2,2.0,Millet is indigenous,Irrigation,Yes,Organic,High,1
1476,Cholumgunte Avani Hobli,2018-19,1.5,78.557500126,13.203611164,6.8,0.62,0.48,146.0,128.0,56.0,0.65,21.3,2.34,28.34,0.2,2.0,Millet is indigenous,Irrigation,Yes,InOrganic,Moderate,3
1477,Cholumgunte Avani Hobli,2018-19,1.5,78.557500126,13.203611164,6.8,0.62,0.48,146.0,128.0,56.0,0.65,21.3,2.34,28.34,0.2,3.0,Millet is indigenous,Irrigation,Yes,Organic,Moderate,3
1478,Cholumgunte Avani Hobli,2018-19,0.35,78.557500126,13.203611164,6.8,0.62,0.48,146.0,128.0,56.0,0.65,21.3,2.34,28.34,0.2,4.0,Millet is indigenous,Irrigation,Yes,Organic,Moderate,3
1479,Cholumgunte Avani Hobli,2018-19,0.17,78.557500126,13.203611164,6.8,0.62,0.48,146.0,128.0,56.0,0.65,21.3,2.34,28.34,0.2,2.0,Paddy - Local,Irrigation,Yes,Organic,High,1
1480,Cholumgunte Avani Hobli,2018-19,0.31,78.557500126,13.203611164,6.8,0.62,0.48,146.0,128.0,56.0,0.65,21.3,2.34,28.34,0.2,4.0,ball flower,Irrigation,Yes,Organic,Moderate,3
1481,Cholumgunte Avani Hobli,2018-19,1.26,78.557500126,13.203611164,6.8,0.62,0.48,146.0,128.0,56.0,0.65,21.3,2.34,28.34,0.2,1.0,Millet is indigenous,Irrigation,Yes,Organic,High,1
1482,Cholumgunte Avani Hobli,2018-19,1.26,78.557500126,13.203611164,6.8,0.62,0.48,146.0,128.0,56.0,0.65,21.3,2.34,28.34,0.2,1.0,Millet is indigenous,Irrigation,Yes,Organic,High,1
1483,Cholumgunte Avani Hobli,2018-19,1.26,78.557500126,13.203611164,6.8,0.62,0.48,146.0,128.0,56.0,0.65,21.3,2.34,28.34,0.2,4.0,Millet is indigenous,Irrigation,Yes,Organic,Moderate,3
1484,Cholumgunte Avani Hobli,2018-19,2.22,78.331388964,13.123333362,7.0,0.63,0.61,114.0,114.0,82.0,0.59,65.18,1.97,12.31,0.2,3.0,Millet is indigenous,Irrigation,Yes,Organic,Moderate,3
1485,Cholumgunte Avani Hobli,2018-19,1.2,78.331388964,13.123333362,7.0,0.63,0.61,114.0,114.0,82.0,0.59,65.18,1.97,12.31,0.2,2.0,Millet is indigenous,Rainfeed,Yes,InOrganic,Moderate,3
1486,Cholumgunte Avani Hobli,2018-19,1.2,78.331388964,13.123333362,7.0,0.63,0.61,114.0,114.0,82.0,0.59,65.18,1.97,12.31,0.2,4.0,Millet is indigenous,Irrigation,Yes,InOrganic,Moderate,3
1487,Cholumgunte Avani Hobli,2017-18,1.6,78.331388964,13.114444476,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,4.0,Millet is indigenous,Rainfeed,Yes,Organic,Moderate,3
1488,Cholumgunte Avani Hobli,2017-18,0.6,78.331388964,13.114444476,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,2.0,Millet is indigenous,Rainfeed,Yes,Organic,High,1
1489,Cholumgunte Avani Hobli,2017-18,0.21,78.331388964,13.114444476,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,3.0,Millet is indigenous,Rainfeed,No,Organic,Moderate,3
1490,Cholumgunte Avani Hobli,2017-18,0.4,78.331388964,13.114444476,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,1.0,Millet is indigenous,Rainfeed,No,InOrganic,Moderate,3
1491,Cholumgunte Avani Hobli,2017-18,0.3,78.331388964,13.114444476,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,3.0,Millet is indigenous,Rainfeed,No,Organic,Moderate,3
1492,Cholumgunte Avani Hobli,2017-18,1.0,78.331388964,13.114444476,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,1.0,Millet is indigenous,Rainfeed,No,Organic,High,1
1493,Cholumgunte Avani Hobli,2017-18,2.0,78.331388964,13.114444476,6.5,0.36,0.3,97.0,27.0,121.1,0.59,11.04,0.91,2.48,0.6,1.0,Millet is indigenous,Irrigation,Yes,InOrganic,Moderate,3
1494,Cholumgunte Avani Hobli,2017-18,2.3,78.549166786,13.19583338,7.6,0.64,0.28,39.0,485.0,18.6,0.68,10.69,0.72,8.46,0.9,4.0,Fallen/harvested area,Irrigation,No,InOrganic,Moderate,3
1495,Cholumgunte Avani Hobli,2017-18,2.36,78.549166786,13.19583338,7.6,0.64,0.28,39.0,485.0,18.6,0.68,10.69,0.72,8.46,0.9,3.0,Millet is indigenous,Irrigation,Yes,Organic,Moderate,3
1496,Cholumgunte Avani Hobli,2017-18,2.32,78.549166786,13.19583338,7.6,0.64,0.28,39.0,485.0,18.6,0.68,10.69,0.72,8.46,0.9,3.0,Millet is indigenous,Irrigation,Yes,Organic,Moderate,3
1497,Cholumgunte Avani Hobli,2017-18,0.17,78.549166786,13.19583338,7.6,0.64,0.28,39.0,485.0,18.6,0.68,10.69,0.72,8.46,0.9,2.0,Millet is indigenous,Irrigation,Yes,InOrganic,Moderate,3
1498,Cholumgunte Avani Hobli,2017-18,1.0,78.549166786,13.19583338,7.6,0.64,0.28,39.0,485.0,18.6,0.68,10.69,0.72,8.46,0.9,4.0,Millet is indigenous,Irrigation,Yes,InOrganic,Moderate,3
1499,Cholumgunte Avani Hobli,2017-18,1.0,78.543889014,13.196111158,7.9,0.77,0.3,44.0,440.0,10.0,0.43,6.31,0.92,12.67,0.4,4.0,Millet is indigenous,Rainfeed,Yes,InOrganic,Moderate,3
1500,Cholumgunte Avani Hobli,2017-18,1.0,78.549444564,13.200833374,7.7,0.56,0.2,29.0,112.0,19.0,0.71,11.68,0.36,4.91,1.3,2.0,Millet is indigenous,Rainfeed,No,InOrganic,Moderate,3
1501,Cholumgunte Avani Hobli,2016-17,1.2,78.328934795,13.12893475,7.7,0.65,0.12,47.0,115.0,52.0,0.29,7.61,0.63,9.43,1.3,2.0,Nilgiri,Rainfeed,Yes,InOrganic,Moderate,3
1502,Cholumgunte Avani Hobli,2016-17,0.12,78.328934795,13.12893475,7.7,0.65,0.12,47.0,115.0,52.0,0.29,7.61,0.63,9.43,1.3,1.0,Nilgiri,Rainfeed,Yes,Organic,High,1
1503,Cholumgunte Avani Hobli,2016-17,0.17,78.328934795,13.12893475,7.7,0.65,0.12,47.0,115.0,52.0,0.29,7.61,0.63,9.43,1.3,3.0,Millet is indigenous,Rainfeed,Yes,Organic,Moderate,3
1504,Cholumgunte Avani Hobli,2016-17,1.25,78.328934795,13.12893475,7.7,0.65,0.12,47.0,115.0,52.0,0.29,7.61,0.63,9.43,1.3,3.0,Millet is indigenous,Rainfeed,Yes,Organic,Moderate,3
1505,Cholumgunte Avani Hobli,2016-17,1.25,78.328934795,13.12893475,7.7,0.65,0.12,47.0,115.0,52.0,0.29,7.61,0.63,9.43,1.3,3.0,Millet is indigenous,Rainfeed,Yes,InOrganic,Good,2
1506,Cholumgunte Avani Hobli,2016-17,1.16,78.328934795,13.12893475,7.7,0.65,0.12,47.0,115.0,52.0,0.29,7.61,0.63,9.43,1.3,3.0,Fallen/harvested area,Rainfeed,Yes,Organic,Moderate,3
1507,Cholumgunte Avani Hobli,2016-17,2.0,78.328934795,13.12893475,7.7,0.65,0.12,47.0,115.0,52.0,0.29,7.61,0.63,9.43,1.3,1.0,Fallen/harvested area,Rainfeed,Yes,Organic,High,1
1508,Cholumgunte Avani Hobli,2016-17,2.0,78.328934795,13.12893475,7.7,0.65,0.12,47.0,115.0,52.0,0.29,7.61,0.63,9.43,1.3,4.0,Nilgiri,Rainfeed,Yes,InOrganic,Moderate,3
1509,Cholumgunte Avani Hobli,2016-17,3.0,78.328934795,13.12893475,7.7,0.65,0.12,47.0,115.0,52.0,0.29,7.61,0.63,9.43,1.3,3.0,Millet is indigenous,Rainfeed,Yes,InOrganic,Good,2
1510,Cholumgunte Avani Hobli,2016-17,2.3,78.328934795,13.12893475,7.7,0.65,0.12,47.0,115.0,52.0,0.29,7.61,0.63,9.43,1.3,2.0,Millet is indigenous,Rainfeed,Yes,Organic,High,1
1511,Cholumgunte Avani Hobli,2016-17,1.19,78.328934795,13.12893475,7.7,0.65,0.12,47.0,115.0,52.0,0.29,7.61,0.63,9.43,1.3,2.0,Millet is indigenous,Rainfeed,Yes,Organic,High,1
1512,Cholumgunte Avani Hobli,2016-17,1.17,78.328934795,13.12893475,7.7,0.65,0.12,47.0,115.0,52.0,0.29,7.61,0.63,9.43,1.3,3.0,Millet is indigenous,Rainfeed,Yes,InOrganic,Good,2
1513,Cholumgunte Avani Hobli,2016-17,1.0,78.328934795,13.12893475,7.7,0.65,0.12,47.0,115.0,52.0,0.29,7.61,0.63,9.43,1.3,2.0,Millet is indigenous,Rainfeed,Yes,InOrganic,Moderate,3
1514,Cholumgunte Avani Hobli,2016-17,1.17,78.328934795,13.12893475,7.7,0.65,0.12,47.0,115.0,52.0,0.29,7.61,0.63,9.43,1.3,2.0,Millet is indigenous,Rainfeed,Yes,InOrganic,Moderate,3
1515,Cholumgunte Avani Hobli,2018-19,1.0,78.557500126,13.203611164,6.8,0.62,0.48,146.0,128.0,56.0,0.65,21.3,2.34,28.34,0.2,2.0,Millet is indigenous,Irrigation,Yes,InOrganic,Moderate,3
1516,Cholumgunte Avani Hobli,2017-18,0.14,78.543889014,13.196111158,7.9,0.77,0.3,44.0,440.0,10.0,0.43,6.31,0.92,12.67,0.4,3.0,Millet is indigenous,Irrigation,Yes,InOrganic,Good,2
1517,Cholumgunte Avani Hobli,2017-18,0.17,78.543889014,13.196111158,7.9,0.77,0.3,44.0,440.0,10.0,0.43,6.31,0.92,12.67,0.4,3.0,Millet is indigenous,Irrigation,Yes,InOrganic,Good,2
1518,Cholumgunte Avani Hobli,2017-18,0.17,78.543889014,13.196111158,7.9,0.77,0.3,44.0,440.0,10.0,0.43,6.31,0.92,12.67,0.4,4.0,Millet is indigenous,Irrigation,Yes,InOrganic,Moderate,3
1519,Cholumgunte Avani Hobli,2017-18,0.12,78.543889014,13.196111158,7.9,0.77,0.3,44.0,440.0,10.0,0.43,6.31,0.92,12.67,0.4,3.0,Millet is indigenous,Irrigation,Yes,InOrganic,Good,2
1520,Cholumgunte Avani Hobli,2017-18,0.5,78.543889014,13.196111158,7.9,0.77,0.3,44.0,440.0,10.0,0.43,6.31,0.92,12.67,0.4,2.0,Fallen/harvested area,Irrigation,Yes,InOrganic,Moderate,3
1521,Cholumgunte Avani Hobli,2017-18,0.15,78.543889014,13.196111158,7.9,0.77,0.3,44.0,440.0,10.0,0.43,6.31,0.92,12.67,0.4,4.0,Fallen/harvested area,Irrigation,Yes,InOrganic,Moderate,3
1522,Cholumgunte Avani Hobli,2017-18,0.11,78.543889014,13.196111158,7.9,0.77,0.3,44.0,440.0,10.0,0.43,6.31,0.92,12.67,0.4,2.0,Mango,Irrigation,Yes,InOrganic,Moderate,3
1523,Cholumgunte Avani Hobli,2017-18,0.12,78.543889014,13.196111158,7.9,0.77,0.3,44.0,440.0,10.0,0.43,6.31,0.92,12.67,0.4,3.0,Mango,Rainfeed,Yes,InOrganic,Good,2
1524,Cholumgunte Avani Hobli,2017-18,0.13,78.543889014,13.196111158,7.9,0.77,0.3,44.0,440.0,10.0,0.43,6.31,0.92,12.67,0.4,3.0,Nilgiri,Rainfeed,Yes,InOrganic,Good,2
1525,Cholumgunte Avani Hobli,2017-18,11.9,78.543889014,13.203888942,7.7,0.61,0.26,68.0,451.0,24.6,0.72,6.56,1.09,11.61,0.3,1.0,Paddy - Local,Irrigation,No,Organic,High,1
1526,Cholumgunte Avani Hobli,2017-18,0.26,78.543889014,13.203888942,7.7,0.61,0.26,68.0,451.0,24.6,0.72,6.56,1.09,11.61,0.3,2.0,Paddy - Local,Irrigation,Yes,Organic,High,1
1527,Cholumgunte Avani Hobli,2017-18,0.5,78.543889014,13.203888942,7.7,0.61,0.26,68.0,451.0,24.6,0.72,6.56,1.09,11.61,0.3,1.0,Paddy - Local,Irrigation,No,InOrganic,Moderate,3
1528,Cholumgunte Avani Hobli,2017-18,2.2,78.543889014,13.203888942,7.7,0.61,0.26,68.0,451.0,24.6,0.72,6.56,1.09,11.61,0.3,3.0,Paddy - Local,Rainfeed,Yes,Organic,Moderate,3
1529,Cholumgunte Avani Hobli,2017-18,2.8,78.321388956,13.10972225,6.6,0.43,0.8,42.0,164.0,31.0,0.59,13.93,0.41,23.59,0.5,3.0,Paddy - Local,Rainfeed,Yes,InOrganic,Good,2
1530,Cholumgunte Avani Hobli,2017-18,0.1,78.543889014,13.203888942,7.7,0.61,0.26,68.0,451.0,24.6,0.72,6.56,1.09,11.61,0.3,3.0,Paddy - Local,Irrigation,Yes,InOrganic,Good,2
1531,Cholumgunte Avani Hobli,2017-18,0.1,78.543889014,13.203888942,7.7,0.61,0.26,68.0,451.0,24.6,0.72,6.56,1.09,11.61,0.3,4.0,Paddy - Local,Irrigation,No,InOrganic,Moderate,3
1532,Cholumgunte Avani Hobli,2017-18,0.1,78.543889014,13.203888942,7.7,0.61,0.26,68.0,451.0,24.6,0.72,6.56,1.09,11.61,0.3,3.0,Paddy - Local,Rainfeed,Yes,InOrganic,Good,2
1533,Cholumgunte Avani Hobli,2017-18,1.11,78.543889014,13.203888942,7.7,0.61,0.26,68.0,451.0,24.6,0.72,6.56,1.09,11.61,0.3,4.0,Paddy - Local,Rainfeed,Yes,InOrganic,Moderate,3
1534,Cholumgunte Avani Hobli,2017-18,1.5,78.543889014,13.203888942,7.7,0.61,0.26,68.0,451.0,24.6,0.72,6.56,1.09,11.61,0.3,2.0,Paddy - Local,Irrigation,Yes,InOrganic,Moderate,3
1535,Cholumgunte Avani Hobli,2017-18,0.38,78.543889014,13.203888942,7.7,0.61,0.26,68.0,451.0,24.6,0.72,6.56,1.09,11.61,0.3,2.0,Paddy - Local,Rainfeed,Yes,InOrganic,Moderate,3
1536,Cholumgunte Avani Hobli,2017-18,0.2,78.543889014,13.196111158,7.9,0.77,0.3,44.0,440.0,10.0,0.43,6.31,0.92,12.67,0.4,4.0,Paddy - Local,Rainfeed,Yes,Organic,Moderate,3
1537,Cholumgunte Avani Hobli,2017-18,0.78,78.543889014,13.196111158,7.9,0.77,0.3,44.0,440.0,10.0,0.43,6.31,0.92,12.67,0.4,2.0,Paddy - Local,Rainfeed,Yes,Organic,High,1
1538,Cholumgunte Avani Hobli,2017-18,0.78,78.543889014,13.196111158,7.9,0.77,0.3,44.0,440.0,10.0,0.43,6.31,0.92,12.67,0.4,4.0,Paddy - Local,Rainfeed,Yes,Organic,Moderate,3
1539,Cholumgunte Avani Hobli,2017-18,0.7,78.543889014,13.196111158,7.9,0.77,0.3,44.0,440.0,10.0,0.43,6.31,0.92,12.67,0.4,4.0,Paddy - Local,Rainfeed,Yes,InOrganic,Moderate,3
1540,Cholumgunte Avani Hobli,2017-18,0.36,78.543889014,13.196111158,7.9,0.77,0.3,44.0,440.0,10.0,0.43,6.31,0.92,12.67,0.4,3.0,Paddy - Local,Irrigation,Yes,Organic,Moderate,3
1541,Cholumgunte Avani Hobli,2017-18,1.8,78.543889014,13.196111158,7.9,0.77,0.3,44.0,440.0,10.0,0.43,6.31,0.92,12.67,0.4,2.0,Paddy - Local,Rainfeed,Yes,Organic,High,1
1542,Cholumgunte Avani Hobli,2017-18,0.5,78.543889014,13.196111158,7.9,0.77,0.3,44.0,440.0,10.0,0.43,6.31,0.92,12.67,0.4,1.0,Paddy - Local,Rainfeed,Yes,InOrganic,Moderate,3
1543,Cholumgunte Avani Hobli,2017-18,0.7,78.543889014,13.196111158,7.9,0.77,0.3,44.0,440.0,10.0,0.43,6.31,0.92,12.67,0.4,2.0,Paddy - Local,Rainfeed,Yes,InOrganic,Moderate,3
1544,Cholumgunte Avani Hobli,2017-18,0.5,78.543889014,13.196111158,7.9,0.77,0.3,44.0,440.0,10.0,0.43,6.31,0.92,12.67,0.4,2.0,Paddy - Local,Rainfeed,Yes,Organic,High,1
1545,Cholumgunte Avani Hobli,2017-18,0.34,78.31722,13.11722,7.6,0.73,0.12,45.0,115.0,26.6,0.91,7.39,1.62,6.18,0.6,2.0,Paddy - Local,Rainfeed,Yes,InOrganic,Moderate,3
1546,Cholumgunte Avani Hobli,2017-18,0.12,78.31722,13.11722,7.6,0.73,0.12,45.0,115.0,26.6,0.91,7.39,1.62,6.18,0.6,4.0,Paddy - Local,Irrigation,Yes,Organic,Moderate,3
1547,Cholumgunte Avani Hobli,2017-18,0.11,78.31722,13.11722,7.6,0.73,0.12,45.0,115.0,26.6,0.91,7.39,1.62,6.18,0.6,1.0,Paddy - Local,Irrigation,Yes,Organic,High,1
1548,Cholumgunte Avani Hobli,2017-18,0.1,78.31722,13.11722,7.6,0.73,0.12,45.0,115.0,26.6,0.91,7.39,1.62,6.18,0.6,2.0,Paddy - Local,Irrigation,Yes,Organic,High,1
1549,Cholumgunte Avani Hobli,2017-18,0.5,78.31722,13.11722,7.6,0.73,0.12,45.0,115.0,26.6,0.91,7.39,1.62,6.18,0.6,1.0,Paddy - Local,Irrigation,Yes,Organic,High,1
1550,Cholumgunte Avani Hobli,2017-18,0.13,78.31722,13.11722,7.6,0.73,0.12,45.0,115.0,26.6,0.91,7.39,1.62,6.18,0.6,3.0,Paddy - Local,Irrigation,Yes,InOrganic,Good,2
1551,Cholumgunte Avani Hobli,2017-18,0.11,78.31722,13.11722,7.6,0.73,0.12,45.0,115.0,26.6,0.91,7.39,1.62,6.18,0.6,2.0,Paddy - Local,Irrigation,Yes,InOrganic,Moderate,3
1552,Cholumgunte Avani Hobli,2017-18,0.24,78.31722,13.11722,7.6,0.73,0.12,45.0,115.0,26.6,0.91,7.39,1.62,6.18,0.6,3.0,Paddy - Local,Rainfeed,Yes,InOrganic,Good,2
1553,Cholumgunte Avani Hobli,2017-18,0.25,78.31722,13.11722,7.6,0.73,0.12,45.0,115.0,26.6,0.91,7.39,1.62,6.18,0.6,1.0,Paddy - Local,Rainfeed,Yes,InOrganic,Moderate,3
1554,Cholumgunte Avani Hobli,2017-18,0.8,78.31722,13.11722,7.6,0.73,0.12,45.0,115.0,26.6,0.91,7.39,1.62,6.18,0.6,1.0,Paddy - Local,Rainfeed,Yes,InOrganic,Moderate,3
1555,Cholumgunte Avani Hobli,2017-18,0.2,78.31722,13.11722,7.6,0.73,0.12,45.0,115.0,26.6,0.91,7.39,1.62,6.18,0.6,4.0,Paddy - Local,Rainfeed,Yes,Organic,Moderate,3
1556,Cholumgunte Avani Hobli,2017-18,0.16,78.31722,13.11722,7.6,0.73,0.12,45.0,115.0,26.6,0.91,7.39,1.62,6.18,0.6,3.0,Paddy - Local,Rainfeed,Yes,Organic,Moderate,3
1557,Cholumgunte Avani Hobli,2017-18,0.16,78.31722,13.11722,7.6,0.73,0.12,45.0,115.0,26.6,0.91,7.39,1.62,6.18,0.6,2.0,Paddy - Local,Rainfeed,Yes,InOrganic,Moderate,3
